Date	DoW M=1	Debit	Credit
41985	5	-58.6	
41985	5	-4.99	
41985	5	-4.13	
41985	5	-19.84	
41985	5	-26.03	
41985	5	-10	
41985	5	-2.28	
41985	5	-9.39	
41984	4	-21.86	
41984	4	-2.25	
41984	4	-6.71	
41984	4	-750	750
41983	3	-199.96	
41983	3	-1250	1250
41982	2	-6.71	
41982	2	0	150
41982	2	-9.99	
41982	2	-175	175
41982	2	-9.09	
41981	1	-5.44	
41981	1	-23.77	
41981	1	-80	
41981	1	-7.18	
41981	1	-12	
41981	1	-12.99	12.99
41981	1	-12.99	
41980	7	-8.26	
41980	7	-13.99	
41980	7	-19.57	
41980	7	-68.31	
41980	7	-9.9	
41980	7	-2.19	
41980	7	-32.15	
41980	7	-15	
41980	7	-20	20
41979	6	-11.49	
41979	6	-15.84	
41979	6	-10.89	
41979	6	-50	
41979	6	-19.37	
41979	6	-54.89	
41978	5	-151.71	
41978	5	-6.96	
41978	5	-20.83	
41978	5	-21.6	
41978	5	0	1775.12
41978	5	0	1719.55
41977	4	-7.38	
41977	4	-3.17	
41977	4	-24	
41977	4	-21.6	
41976	3	0	
41975	2	-27.67	
41975	2	-40.07	
41975	2	0	82.46
41975	2	-68.56	
41975	2	-7.18	
41975	2	-8	
41974	1	-237.32	237.32
41974	1	-39.95	
41974	1	-197.37	
41974	1	-5.49	
41974	1	-1550	
41974	1	-5.25	
41974	1	-10	
41973	7	-49.91	
41973	7	-19	
41973	7	-20	20
41972	6	-12.34	
41972	6	-24.95	
41972	6	-23	
41972	6	-3.75	
41972	6	-1.5	
41971	5	-33.75	
41971	5	-33.75	
41971	5	-25.95	
41971	5	-17.97	
41970	4	-33.24	
41969	3	-39.22	
41969	3	-60	
41969	3	-3.5	
41969	3	0	25
41969	3	-157.49	157.49
41969	3	-12.99	
41968	2	-4.75	
41968	2	0	50
41968	2	-3.18	
41968	2	-28.1	
41967	1	-5.17	
41967	1	-31.61	
41966	7	-83	
41966	7	-5	
41966	7	-21.99	
41966	7	-56.55	
41966	7	-2.71	
41966	7	-29.52	
41966	7	-18	
41966	7	-20	20
41965	6	-2.99	
41965	6	-9.33	
41965	6	-9.08	
41965	6	-62.46	
41965	6	-5.44	
41965	6	-21.51	
41965	6	-7.25	
41965	6	-173.59	
41965	6	-4.25	
41964	5	-8.16	
41964	5	-30	
41964	5	-40	40
41964	5	-7.25	
41964	5	0	1775.11
41964	5	0	1733.82
41963	4	-6.69	
41963	4	0	9.57
41963	4	-174.9	
41962	3	-11	
41962	3	-55	
41962	3	-6.69	
41961	2	-1000	1000
41961	2	-6.25	
41961	2	-10.49	
41961	2	-100.56	
41960	1	0	100
41960	1	-30.96	
41960	1	-27.17	
41960	1	-759	
41960	1	-6	
41959	7	-32	
41959	7	-48.78	
41959	7	-33	
41959	7	-14.82	
41958	6	-30.1	
41958	6	-20	
41958	6	-2.2	
41958	6	-7.91	
41958	6	-67.42	
41958	6	-152.94	
41958	6	-23.08	
41957	5	-68	
41957	5	-85	
41957	5	-5.17	
41957	5	-10	
41957	5	0	45
41957	5	-107.91	
41956	4	-27.72	
41956	4	-21.79	
41956	4	-39	
41956	4	-82.46	
41956	4	-3.5	
41955	3	-27.48	
41955	3	-16.5	
41955	3	-6.69	
41954	2	-10.41	
41954	2	-8.04	
41954	2	-1250	1250
41954	2	-2.95	
41953	1	-10.58	
41953	1	-5.17	
41953	1	-225	
41953	1	0	140.49
41953	1	-16.76	
41953	1	-54.49	
41952	7	-45.05	
41952	7	-8	
41952	7	-20	20
41952	7	-175	175
41951	6	-14.95	
41951	6	-6.44	
41951	6	-38.14	
41951	6	-32.11	
41951	6	-245.24	245.24
41950	5	-9.99	
41950	5	0	1676.7
41949	4	0	
41949	4	0	1992.8
41948	3	-12.99	12.99
41948	3	-16.37	
41948	3	-12.99	
41947	2	-54.57	
41947	2	-48	
41947	2	-27.82	
41946	1	-7.98	
41946	1	-3.76	
41946	1	-6.69	
41946	1	-39.95	
41946	1	-13.05	
41946	1	-16.8	
41945	7	-5.97	
41945	7	-30	
41945	7	-28.48	
41945	7	-67.08	
41945	7	-44	
41945	7	-100	100
41944	6	-24.99	
41944	6	-9.75	
41944	6	-12.79	
41944	6	-4.55	
41944	6	-25.54	
41944	6	-7.96	
41944	6	-57.42	
41944	6	-1550	
41944	6	-205.29	
41944	6	-10	
41943	5	-3.99	
41943	5	-26	
41943	5	-36	
41943	5	-67.85	
41943	5	-15	
41943	5	-2450	2450
41943	5	-5.49	
41942	4	-9.85	
41942	4	-6.25	
41942	4	-132.99	132.99
41942	4	-12.99	
41941	3	-17.91	
41941	3	-31.63	
41941	3	-32.69	
41941	3	-376	
41941	3	-5.17	
41941	3	-366	
41941	3	-17.74	
41941	3	-591.46	
41941	3	-500	500
41941	3	-68.95	
41940	2	-1898.68	
41940	2	-6.69	
41939	1	-43.51	
41939	1	0	25
41939	1	-32.68	
41939	1	-5.35	
41938	7	-120	
41938	7	-152.25	
41938	7	-119.87	
41938	7	-1500	1500
41938	7	-53.19	
41938	7	-15	
41938	7	-20	20
41937	6	-6.98	
41937	6	-28.1	
41937	6	-18	
41936	5	-45	
41936	5	-17.73	
41936	5	-13	
41935	4	-30.5	
41935	4	0	50
41935	4	-4.75	
41935	4	0	146.98
41934	3	-40.61	
41934	3	-6.8	
41934	3	-295.95	
41934	3	0	742.53
41934	3	0	1847.94
41933	2	-20.61	
41933	2	-21.98	
41933	2	-6.8	
41932	1	-12	
41932	1	-505.59	
41932	1	-48	
41932	1	0	9.26
41931	7	-46	
41931	7	-126	
41931	7	-43.57	
41931	7	0	86.89
41931	7	-9.8	
41931	7	-15.77	
41931	7	-29.63	
41931	7	-20	
41930	6	-43	
41930	6	-20	
41930	6	-29.23	
41929	5	-11.25	
41929	5	-20	
41929	5	-60	60
41929	5	-149.95	
41929	5	-1.5	
41929	5	-5.17	
41929	5	-80.66	
41929	5	-9.6	
41929	5	-1000	1000
41929	5	-100.82	
41928	4	-9.74	
41928	4	-5.17	
41928	4	-5.44	
41927	3	-61.2	
41927	3	-16.76	
41927	3	-40.42	
41927	3	-6.8	
41927	3	-108.95	
41927	3	-32.67	
41926	2	-18.5	
41926	2	-11.5	
41926	2	0	410.6
41926	2	-5.17	
41926	2	0	65
41926	2	-11.8	
41925	1	-15.25	
41925	1	-5.17	
41925	1	-26.99	
41924	7	-64	
41924	7	-20	
41924	7	-31.8	
41924	7	-2.4	
41924	7	-17	
41923	6	-57.98	
41923	6	-38	
41923	6	-50	
41923	6	-7.25	
41923	6	-13.5	
41923	6	-133.94	
41923	6	-12.3	
41922	5	-4.25	
41922	5	-4.25	
41922	5	-16.98	
41922	5	-4.25	
41922	5	-4.25	
41922	5	-11.36	
41922	5	-750	750
41922	5	-6.69	
41921	4	-100	
41921	4	-17.04	
41921	4	-152.13	
41921	4	-5.17	
41921	4	-20.54	
41920	3	-54.49	
41920	3	-65	
41920	3	-30.01	
41920	3	-75.62	
41920	3	-128.31	
41920	3	-51.23	
41919	2	-5.99	
41919	2	-16.05	
41919	2	-14.37	
41919	2	0	25
41919	2	-6.69	
41919	2	-12.99	12.99
41919	2	-9.99	
41919	2	-12.99	
41919	2	-175	175
41919	2	-25	25
41919	2	0	2120.99
41918	1	-2.99	
41918	1	-100	
41918	1	-8.5	8.5
41918	1	-1.25	1.25
41918	1	-6.5	
41918	1	-10.67	
41918	1	-40.01	
41918	1	-6.15	
41917	7	-5	
41917	7	-9.55	
41916	6	-8.53	
41916	6	-20	
41916	6	-28	
41915	5	-14.23	
41915	5	-20	20
41915	5	-88	
41915	5	-6.69	
41915	5	-487.07	487.07
41915	5	-11	
41914	4	-5.17	
41913	3	-6.69	
41913	3	-39.95	
41913	3	-6.75	
41913	3	-1550	
41913	3	-197.12	
41913	3	-10	
41912	2	-10.27	
41912	2	-38.09	
41912	2	-33.32	
41912	2	-5.17	
41912	2	-75	
41912	2	-5.49	
41911	1	-1.99	
41911	1	-5.17	
41911	1	-10.07	
41911	1	-7.74	7.74
41911	1	-500	500
41911	1	-12.99	
41910	7	-58.57	
41910	7	-5	
41910	7	-39.99	
41910	7	-9.81	
41910	7	-24	
41909	6	-37	
41909	6	-16	
41908	5	-5.44	
41908	5	-16.63	
41908	5	-6.69	
41907	4	-2.99	
41907	4	-17.56	
41907	4	-7.9	
41907	4	-14	
41907	4	-30.57	
41907	4	0	0.08
41907	4	-10	
41906	3	0	20
41906	3	-40	
41906	3	-6.69	
41906	3	0	49
41905	2	-38	
41905	2	0	25
41905	2	-8.25	
41904	1	-22.33	
41904	1	-35.01	
41904	1	0	6
41904	1	-8	
41904	1	0	1562.08
41903	7	0	
41902	6	-30	
41902	6	-19.99	
41902	6	0	7.46
41901	5	-20	
41901	5	-31.8	
41900	4	-5.17	
41899	3	-2.49	
41899	3	-2000	2000
41899	3	-16	
41899	3	0	7.16
41899	3	-100.83	
41899	3	0	1355.94
41898	2	-17.53	
41898	2	-2.94	
41898	2	-1000	1000
41897	1	-19.85	
41897	1	-6.69	
41896	7	-11.16	
41896	7	-35.13	
41896	7	0	65
41896	7	-1.99	
41895	6	-35	
41895	6	-16	
41895	6	-46	
41895	6	-7.95	
41895	6	-12.07	
41895	6	-498.42	
41895	6	0	2227.55
41894	5	0	
41894	5	0	25
41893	4	-9.83	
41893	4	-8.16	
41893	4	-4.13	
41893	4	-1000	1000
41892	3	-14.41	
41892	3	-58.1	
41892	3	-13.27	
41892	3	-3.45	
41892	3	-15.13	
41892	3	-4.35	
41891	2	-2.5	
41891	2	-33.17	
41891	2	0	25
41891	2	0	80
41891	2	-200	200
41891	2	-500	500
41891	2	-175	175
41891	2	-18.83	
41890	1	-52.35	
41890	1	-770	
41890	1	-11.84	
41890	1	-8.16	
41890	1	-5.17	
41890	1	-20.39	
41890	1	-7	
41889	7	-16.34	
41889	7	-23	
41889	7	-20	20
41889	7	-9.99	
41888	6	-39.02	
41888	6	-41.7	
41888	6	-27.23	
41887	5	-13.6	
41887	5	-6.75	
41887	5	-31.81	
41887	5	-21.31	
41887	5	-54.55	
41887	5	-22.99	
41887	5	-8.16	
41887	5	-2	
41887	5	-5.17	
41887	5	-1000	1000
41887	5	-60	
41887	5	-12.99	12.99
41887	5	-12.99	
41887	5	0	1174.59
41886	4	-20.04	
41886	4	0	155
41886	4	-5.17	
41886	4	-6.35	
41886	4	-26.41	
41885	3	-32	
41885	3	-8.5	
41885	3	-24	
41885	3	-500	500
41884	2	-6.28	
41884	2	-13.05	
41884	2	-6.15	
41884	2	-262.07	262.07
41884	2	-33.61	
41884	2	-5.49	
41883	1	-41	
41883	1	-16.53	
41883	1	-36	
41883	1	-39.95	
41883	1	-23.02	
41883	1	-1550	
41883	1	-197.12	
41883	1	-10	
41883	1	-25	
41882	7	-36	
41882	7	-29.85	
41882	7	-31.52	
41882	7	-9	
41881	6	-130	
41881	6	-10	
41881	6	-33.37	
41881	6	0	2227.55
41880	5	-44.12	
41880	5	-8.16	
41880	5	-12.99	12.99
41879	4	-4	
41879	4	-6.33	
41879	4	-39.23	
41879	4	-14.8	
41879	4	-5.17	
41879	4	0	25
41879	4	-350	350
41879	4	-12.99	
41878	3	-8.9	
41878	3	-500	500
41878	3	-24.99	
41878	3	-8.16	
41878	3	-5.17	
41878	3	-1.49	
41877	2	0	2
41877	2	-5.43	
41877	2	-11.8	
41877	2	-29.99	
41877	2	-2.85	
41877	2	-1000	1000
41877	2	-9.8	
41876	1	-14	
41876	1	-55	
41876	1	-9	
41876	1	-12.36	
41876	1	-20	20
41876	1	-5.17	
41876	1	-133.48	
41876	1	-17	
41875	7	-8.99	
41875	7	-33.47	
41875	7	-12.27	
41875	7	-2	
41875	7	-21.99	
41875	7	-50	
41875	7	-10	
41875	7	-10	
41875	7	-18.43	
41875	7	-27.44	
41875	7	-18	
41875	7	-20	20
41874	6	-12	
41874	6	-11.75	
41874	6	-15	
41873	5	-24	
41873	5	-8.64	
41873	5	-3.5	
41873	5	0	1423.55
41872	4	-15.59	
41872	4	-6.45	
41872	4	-11.28	
41872	4	-3.38	
41871	3	-40	
41871	3	-11.15	
41871	3	-32.62	
41871	3	-11	
41871	3	-7.75	
41871	3	0	4.65
41870	2	-6.98	
41870	2	-8.65	
41870	2	-8.16	
41870	2	-12.24	
41870	2	-5.17	
41870	2	-16	
41869	1	-8.65	
41869	1	0	50
41869	1	-67.98	
41869	1	-5.17	
41869	1	-2000	2000
41869	1	-3.95	
41869	1	-1.65	
41868	7	-17.3	
41868	7	-24	
41868	7	-9	
41868	7	-9.58	
41868	7	-8.41	
41867	6	-32.62	
41867	6	-24.47	
41867	6	-5	
41867	6	-14.2	
41867	6	-2.5	
41867	6	0	2227.55
41866	5	-18.22	
41866	5	-11	
41866	5	-8	
41866	5	-5.54	
41866	5	-30	
41866	5	-1.49	
41866	5	-28.25	
41865	4	-47.31	
41865	4	-4.35	
41865	4	0	65
41864	3	-10.31	
41864	3	-8.16	
41864	3	-100.83	
41863	2	-13.12	
41863	2	-9.79	
41863	2	-5.17	
41863	2	-3.85	
41863	2	-1.49	
41862	1	-5.17	
41861	7	-32.85	
41860	6	-84.92	
41860	6	-10	
41860	6	-36.36	
41859	5	-3.99	
41859	5	-175	175
41859	5	-35	
41859	5	-8.5	
41859	5	-18.82	
41858	4	-14.93	
41858	4	-5.17	
41858	4	-1000	1000
41858	4	-9.99	
41858	4	-1150	1150
41858	4	0	1430.39
41857	3	0	2050
41857	3	-50.02	
41857	3	-1.69	
41857	3	-4.13	
41857	3	-12.99	12.99
41857	3	-265.48	265.48
41857	3	-200	200
41857	3	-12.99	
41856	2	0	350
41856	2	-48	
41856	2	-8.33	
41856	2	-5.4	
41856	2	-10.8	
41855	1	-8.91	
41855	1	-3.99	
41855	1	-8.5	
41854	7	-19.62	
41854	7	-20	
41854	7	-5	
41854	7	-35	
41854	7	-47.74	
41854	7	-30.18	
41854	7	-38.14	
41854	7	-45.6	
41854	7	-11	
41853	6	-85	
41853	6	-5	
41853	6	-100	
41853	6	-5.8	
41853	6	-5	
41853	6	-24.01	
41853	6	-11.07	
41852	5	0	9.59
41852	5	-29.4	
41852	5	-38	
41852	5	-1.42	
41852	5	-180.07	
41852	5	-175.93	
41852	5	-39.95	
41852	5	-1550	
41852	5	-200.53	
41852	5	-10	
41852	5	-25	
41852	5	0	1511.44
41851	4	-42.76	
41851	4	-13.7	
41851	4	-5.17	
41851	4	-4.35	
41851	4	-5.49	
41850	3	-12.78	
41850	3	-8.16	
41850	3	-5.17	
41850	3	-3.35	
41849	2	-4.49	
41849	2	-5.17	
41849	2	0	25
41849	2	-750	750
41848	1	-39	
41848	1	-12.99	12.99
41848	1	-12.99	
41847	7	-4.99	
41847	7	-6.98	
41847	7	-2.61	
41847	7	-11.41	
41847	7	-10	
41847	7	-450	450
41846	6	-3.99	
41846	6	-31.87	
41846	6	-12.31	
41846	6	-16.68	
41846	6	-20	
41846	6	-39.7	
41846	6	-50	
41845	5	-3.99	
41845	5	-15.95	
41845	5	-288.4	
41845	5	-40	40
41845	5	-8.16	
41845	5	-5.17	
41845	5	-34.98	
41845	5	-9.59	
41844	4	-28.7	
41844	4	-850	850
41844	4	-6.5	
41844	4	-5.17	
41843	3	-207	
41843	3	-20.23	
41843	3	-9.09	
41843	3	-120	
41843	3	0	25
41843	3	-5	
41843	3	-24	
41842	2	-28.55	
41842	2	-94.4	
41842	2	-3.49	
41842	2	-5.17	
41842	2	-250	
41842	2	-1000	1000
41842	2	0	1753.25
41841	1	-5.17	
41841	1	0	32.61
41841	1	-15	
41841	1	-10	5
41840	7	-2	
41840	7	-75	
41840	7	-20	
41840	7	-69.9	
41840	7	-25	
41840	7	0	3.6
41839	6	-6	
41839	6	-5	
41839	6	-46.25	
41839	6	-31.25	
41839	6	-52.5	
41839	6	0	20
41839	6	-32.08	
41839	6	-5.73	
41839	6	-17.87	
41838	5	-3.99	
41838	5	-6.99	
41838	5	-19.97	
41838	5	-50	
41838	5	-20	20
41838	5	-8.16	
41838	5	0	65
41837	4	-5.83	
41837	4	-12.96	
41837	4	-600	600
41837	4	-4.13	
41837	4	-79.9	
41837	4	-100.83	
41836	3	-5	
41836	3	-8.16	
41836	3	-5.17	
41835	2	0	2025.46
41835	2	0	
41835	2	-1000	1000
41835	2	0	804.27
41834	1	-20	
41834	1	-20	20
41834	1	0	25
41834	1	-6	
41834	1	0	10
41834	1	-32	
41834	1	-235	
41834	1	-32.61	
41833	7	-29.5	
41833	7	-2.99	
41833	7	-23	
41833	7	-21.01	
41833	7	-38.31	
41833	7	-16.5	
41832	6	-4.99	
41832	6	-25.48	
41832	6	-89.11	
41832	6	-26.06	
41832	6	-35.96	
41832	6	-12.09	
41831	5	-3.99	
41831	5	-90	
41831	5	-6.69	
41831	5	-200	200
41830	4	-21.28	
41830	4	-49.99	
41830	4	-5.17	
41830	4	-17	
41829	3	-3.65	
41829	3	-5.17	
41829	3	-18.07	
41828	2	-10	
41828	2	-157.18	
41828	2	-11	
41828	2	-12.99	12.99
41828	2	-12.99	
41828	2	-9.99	
41827	1	-68.71	
41827	1	-5.17	
41827	1	-308.74	308.74
41827	1	0	1753.24
41826	7	-20	
41826	7	-46	
41826	7	0	25
41826	7	-50	
41826	7	-6	
41826	7	-21.99	
41826	7	-15.03	
41825	6	-7.89	
41825	6	-21.17	
41825	6	-24.55	
41825	6	0	25
41824	5	-3.99	
41824	5	-25.5	
41824	5	-5	
41824	5	-47.96	
41824	5	-85.45	
41824	5	-87.18	
41824	5	-42.95	
41823	4	-36	
41823	4	-3.99	
41823	4	-160	160
41823	4	-32.46	
41823	4	-35.97	
41823	4	-24.5	
41823	4	-28.97	
41823	4	-7.07	
41823	4	-5.17	
41823	4	-45.69	
41823	4	0	1657.2
41822	3	-14.68	
41822	3	-600	600
41822	3	-14.9	
41822	3	-5.17	
41822	3	-5.25	
41821	2	-5.66	
41821	2	-37	
41821	2	-2840.19	
41821	2	-39.95	
41821	2	-1550	
41821	2	-5.49	
41821	2	-25	
41820	1	-8.75	
41820	1	-5.17	
41819	7	-3.99	
41819	7	-7	
41819	7	-20	20
41819	7	-18.97	
41819	7	-20.63	
41819	7	-4.35	
41818	6	-24.07	
41818	6	-25	25
41818	6	-5	
41818	6	-3.5	
41818	6	-22.93	
41818	6	-29	
41818	6	-3	
41818	6	-30.99	
41818	6	-32.99	32.99
41818	6	-15.13	
41817	5	-105	
41817	5	0	12.5
41817	5	-22	
41816	4	-20	
41816	4	-70	
41816	4	-27	
41816	4	-38.47	
41816	4	-12.99	
41815	3	-8.29	
41815	3	-1.49	
41815	3	-5.17	
41814	2	-39.99	
41814	2	-27.42	
41814	2	-5	
41814	2	-5.17	
41814	2	-1000	1000
41813	1	-5.17	
41813	1	0	25
41812	7	-11.49	
41812	7	-32	
41812	7	-6.52	
41812	7	-21.75	
41812	7	-6.58	
41812	7	-28.3	
41811	6	-31.5	
41811	6	-21.8	
41811	6	-3.75	
41810	5	-3.78	
41810	5	-40	
41810	5	-41	
41810	5	-38	
41810	5	0	100
41810	5	-5.17	
41810	5	0	3.72
41810	5	-21.64	
41810	5	0	1753.27
41810	5	0	1657.18
41809	4	-82.95	
41809	4	-13	
41808	3	-300	300
41808	3	-6.47	
41807	2	-5.05	
41807	2	-5.17	
41807	2	0	25
41807	2	-100.83	
41807	2	-10.98	
41806	1	-9.47	
41806	1	-31.54	
41806	1	-54	
41806	1	-223.15	
41806	1	-19.44	
41805	7	-7.07	
41805	7	-85	
41805	7	-8.12	
41805	7	-15	
41805	7	-37.7	
41804	6	-10.8	
41804	6	-33.95	
41804	6	-41.88	
41804	6	-21.51	
41804	6	-131.89	
41804	6	-24.9	
41803	5	-14.99	
41803	5	-17.5	
41803	5	-1.99	
41803	5	-6.2	
41803	5	-3	
41802	4	-6.94	
41802	4	-12.94	
41802	4	-49.9	
41802	4	-3.17	
41802	4	-148.8	
41802	4	-201.46	
41801	3	-11.25	
41801	3	-33.88	
41801	3	-10.32	
41801	3	-0.22	
41800	2	-4.75	
41800	2	0	99.99
41799	1	-97.38	
41799	1	-6.69	
41799	1	-200	200
41799	1	-119.95	
41799	1	-78.89	
41799	1	-273.62	273.62
41799	1	0	25
41799	1	-9.99	
41799	1	-17	
41799	1	-209.07	209.07
41799	1	-2.76	
41798	7	-4.25	
41798	7	-4	
41798	7	-18	
41798	7	-6.32	
41798	7	-19.44	
41797	6	-12.99	12.99
41797	6	-12.99	
41797	6	-3000	3000
41796	5	0	
41796	5	0	1809.63
41796	5	-420.47	420.47
41795	4	0	
41795	4	-706.25	
41795	4	0	1932.18
41794	3	0	
41793	2	0	
41793	2	-39.95	
41792	1	-397.79	
41792	1	-50.56	
41792	1	-5.49	
41791	7	-77.8	
41791	7	-1550	
41791	7	-243.79	
41791	7	-200.52	
41791	7	-90	
41791	7	-90	
41790	6	0	
41790	6	-238.64	238.64
41789	5	-3.51	
41789	5	-89	
41789	5	-13.48	
41789	5	-4.25	
41788	4	-2	2
41788	4	-12.56	
41788	4	-11.86	
41788	4	-18.51	
41788	4	-6.63	
41788	4	-4.75	
41788	4	-8.42	
41787	3	-12.99	
41786	2	-10	
41786	2	-2	
41786	2	-34	
41786	2	-3.89	
41786	2	-7.61	
41786	2	0	25
41786	2	-6.47	
41786	2	-10	
41785	1	-1.39	
41785	1	-38	
41785	1	-34.17	
41785	1	-14	
41785	1	-20	
41785	1	-20	
41784	7	-143.22	
41784	7	-13.32	
41784	7	-31.25	
41784	7	-16	
41783	6	-28.98	
41783	6	-26.22	
41783	6	-20.73	
41783	6	-28	
41783	6	-19.62	
41783	6	-42.36	
41783	6	-75.57	
41783	6	-17.01	
41782	5	-9.98	
41782	5	-18.3	
41782	5	-59.99	
41782	5	-10.22	
41782	5	-100.43	
41782	5	-3.77	
41782	5	-15	
41781	4	0	
41781	4	-10	
41780	3	-19	
41780	3	-5.74	
41780	3	-400	
41780	3	0	25
41780	3	-11.42	
41780	3	-0.99	
41780	3	-1.77	
41779	2	-5.89	
41779	2	-40	40
41779	2	-5.17	
41779	2	-50	
41779	2	0	3.59
41779	2	0	1753.24
41779	2	0	1657.2
41778	1	-52	
41778	1	-101.76	
41778	1	-37.54	
41778	1	-0.99	
41777	7	-42.11	
41777	7	-48.32	
41777	7	-17	
41777	7	-40	40
41776	6	-12.51	
41776	6	-32	
41776	6	-6	
41776	6	-19.94	
41775	5	-3.99	
41775	5	-33.39	
41775	5	0	65
41775	5	-50	
41775	5	-5.17	
41775	5	-6.75	
41774	4	-1.39	
41774	4	-1.5	
41774	4	-5.17	
41774	4	-7	
41774	4	-99.9	
41774	4	-2.75	
41774	4	-20	
41774	4	-20	
41773	3	-10	
41773	3	-2	
41773	3	0	200.9
41773	3	-13.98	
41773	3	-200.9	
41772	2	-5.17	
41772	2	-38	
41771	1	-24.37	
41771	1	-5.17	
41770	7	-36.4	
41770	7	-5	
41770	7	-59.93	
41770	7	-29.54	
41770	7	-27.12	
41770	7	-17	
41770	7	-2916.62	2916.62
41769	6	-4.99	
41769	6	-12.87	
41769	6	-65	
41769	6	-15.86	
41769	6	-3.69	
41769	6	-39.13	
41768	5	-17.85	
41768	5	-15.74	
41768	5	-5.17	
41768	5	-9	
41768	5	-1297.46	1297.46
41767	4	-1.77	
41767	4	-6.85	
41767	4	-53.32	
41767	4	-5.17	
41767	4	-200	200
41766	3	-6.42	
41766	3	-48	
41766	3	-10.33	
41766	3	-12.99	12.99
41766	3	-12.99	
41766	3	-9.99	
41766	3	0	1776.07
41765	2	-5.17	
41764	1	-10.03	
41764	1	-15.95	
41764	1	0	25
41764	1	-5.17	
41764	1	-60	
41763	7	-5	
41763	7	-29.72	
41763	7	-11	
41762	6	-42	
41762	6	-3.48	
41762	6	-5	
41762	6	-21.99	
41762	6	-9.41	
41762	6	-54	
41762	6	-38.14	
41762	6	0	5
41762	6	-40	40
41762	6	-38	
41762	6	0	1657.18
41761	5	-8.71	
41761	5	-5.17	
41761	5	-420	
41761	5	-13	
41760	4	-29.15	
41760	4	-26.82	
41760	4	-16.25	
41760	4	-5.17	
41760	4	-39.95	
41760	4	-1550	
41760	4	-196.67	
41760	4	-326.28	
41760	4	-90	
41760	4	-90	
41759	3	-9.78	
41759	3	0	3.17
41759	3	-0.88	
41759	3	-5.49	
41759	3	-314	314
41759	3	-90.7	90.7
41758	2	-5.21	
41758	2	0	25
41758	2	-8.54	
41758	2	-4.75	
41758	2	-4.51	
41758	2	0	875.5
41757	1	-55	
41757	1	-5.17	
41757	1	-4	
41757	1	-12.99	
41756	7	-5.78	
41756	7	-48.5	
41756	7	-2.99	
41756	7	-73	
41756	7	-11.95	
41756	7	-16	
41755	6	-56	
41755	6	-13.61	
41755	6	-40.85	
41754	5	-43	
41754	5	-35.37	
41754	5	-9.34	
41754	5	-23.94	
41753	4	-8.74	
41753	4	-4.49	
41752	3	-2	
41752	3	-4.75	
41752	3	-19.95	
41752	3	-11.88	
41751	2	-7.82	
41751	2	0	25
41751	2	-15	
41751	2	-5.17	
41751	2	-3.16	
41751	2	0	1753.24
41750	1	-508.36	
41750	1	-20	
41750	1	-20.12	
41749	7	-48.31	
41749	7	-45	
41749	7	-31.03	
41749	7	-15	
41749	7	0	3.71
41749	7	-19.24	
41749	7	-1.99	
41748	6	-95	
41748	6	-20	
41748	6	-20	20
41747	5	-30	
41747	5	-5.49	
41747	5	-80	
41747	5	-37.43	
41747	5	-11.08	
41747	5	-15	
41747	5	0	1657.19
41746	4	-11.08	
41746	4	-10	
41746	4	-102.47	
41745	3	-21.74	
41745	3	-5.17	
41744	2	0	65
41744	2	-8.85	
41743	1	-10	
41743	1	0	15
41743	1	-5.17	
41742	7	-20.23	
41742	7	-37.23	
41742	7	-17	2
41741	6	-10	
41741	6	-5.79	
41741	6	-26.5	
41741	6	-13.21	
41741	6	-5.53	
41741	6	-26.72	
41741	6	-2.5	
41741	6	-5.81	
41741	6	-22.18	
41741	6	-4.76	
41741	6	-6	
41741	6	-5.46	
41740	5	-4.99	
41740	5	-34.73	
41740	5	-62.96	
41740	5	-8.521	
41740	5	-9.99	
41740	5	-38.26	
41740	5	-1.63	
41740	5	-10.66	
41739	4	-9.56	
41739	4	0	100
41739	4	-9.89	
41739	4	-5.95	
41739	4	-1836.68	1836.68
41738	3	-38.08	
41738	3	-1.71	
41738	3	-5	
41738	3	-57.12	60
41738	3	-26.84	
41738	3	-2.3	
41738	3	-4.08	
41738	3	-17.99	
41738	3	-10	
41738	3	-7.16	
41738	3	-2800	2800
41738	3	-35.81	
41737	2	-40	
41737	2	-6.8	
41737	2	-4.83	
41736	1	-19.89	
41736	1	-5.17	
41736	1	-4.98	
41736	1	-12.99	12.99
41736	1	-9.96	
41736	1	-9.99	
41736	1	-13	
41736	1	0	1753.26
41735	7	-4.68	
41735	7	-8.43	
41735	7	-10	
41735	7	-9.56	
41735	7	-13.66	
41734	6	-2.25	
41734	6	-2.25	
41734	6	-49.14	
41734	6	-3.8	
41734	6	-10	10
41734	6	-10	10
41734	6	-5	
41734	6	-12.99	
41733	5	-44.9	
41733	5	-13.16	
41733	5	-11.5	
41733	5	0	1657.19
41732	4	-22	
41732	4	-5	
41732	4	-6.23	
41732	4	-6.76	
41731	3	-5.17	
41731	3	-420	
41731	3	-39.95	
41730	2	-5.63	
41730	2	-90	
41730	2	-90	
41730	2	-196.55	
41730	2	-20.03	
41730	2	-1550	
